date,wind_speed,temperature,precipitation,runoff,snowmelt,sam,oni,iod,wind_std,runoff_std,whdi_1,whdi_3,whdi_6
1988-10-01,5.133998573855246,9.80253056264498,42.501060961606754,18.50683532590217,20.91852255232108,-6.03,-1.48,-0.525,0.8520609510987499,-1.0955722757383488,-0.15857224723895827,-1.1149984389297372,-1.3220317403061048
1988-11-01,5.542583784834754,15.887781226633688,13.242210041305148,21.623065121361314,15.477553689639306,1.77,-1.8,-0.183,1.052097415713617,0.15509105615872967,0.7861095951454281,-0.3176797396726935,-0.7861478441180164
1988-12-01,6.187737260892,17.57864857607616,21.510273046295925,9.163515542929764,2.9242823814580468,1.88,-1.85,0.156,1.3838217804740907,-0.38730280540698053,0.6489236323055114,0.6081024325020515,-0.617445681556168
1989-01-01,4.682229486785131,19.24434989369279,23.750702313071923,4.831627430586676,0.1938608552550654,-0.02,-1.69,-0.281,0.4119250935558604,-0.4706719469275879,-0.03825538944096208,0.6656854492363263,-0.29042184054924425
1989-02-01,3.379042400528599,19.68332823640129,17.972637887620373,2.7587614969164456,0.0457175850922074,1.14,-1.43,-0.045,-0.1508548775022384,-0.7572564930506872,-0.5913534452040463,0.0064388668791036515,-0.20325685780084335
1989-03-01,3.511197519112229,15.465420707231733,26.182652918467664,2.8712803942714418,0.2091405314433823,0.2,-1.08,-0.319,0.05269024567924036,-0.8628931096198297,-0.5275963614614043,-0.5566374279077239,0.025719507993563158
1989-04-01,5.733936132188684,11.509555787070497,23.703616509922387,5.717799798130158,4.457182037029936,0.0,-0.83,-0.48,1.8852102456146316,-0.26999108097681773,1.051815282509454,-0.03493532486702697,0.39142243632793905
1989-05-01,3.427351739556966,7.491216005636418,20.119318772593623,4.267070310008351,4.6149564143734025,3.73,-0.58,-0.594,-0.6239593949998831,-1.183390208090129,-1.1769287877374448,-0.3151886107772331,-0.20168420713050997
1989-06-01,4.548600231485621,5.746379264193745,67.04369883490097,14.600874325678946,15.36218559504526,2.91,-0.4,-0.78,0.04240036842022076,-0.5812573942014488,-0.3508985450475243,-0.23062196312962688,-0.5037675391916535
1989-07-01,3.3453281138121187,4.214155815274977,44.74166697443764,12.50304551303886,13.06154264295427,0.88,-0.31,-0.447,-0.7574403634741332,-0.6935635574909725,-0.9448798853216063,-1.1862297920466536,-0.7776923978789742
1989-08-01,3.723173313411068,5.36206646988254,64.34142414883166,15.859407266766208,18.092630922988334,-1.21,-0.27,-0.321,-0.4598220147156354,-0.11708351527300033,-0.3756753673377369,-0.8027541099212531,-0.7125280577691305
1989-09-01,2.6509703349959013,7.565564603213897,27.63144335996369,13.768095517780138,19.25728784544572,-0.23,-0.24,-0.225,-1.0451603983775917,-0.8959824674085602,-1.2640536816722918,-1.2397853661857332,-0.9350391064829172
1989-10-01,3.270342624201323,12.551227313336495,27.795358310048467,22.139168959425348,23.107197890726944,-0.16,-0.22,-0.412,-0.7058382900365874,-0.43790854283997116,-0.7447970061766236,-1.1440267502369104,-1.477862259321076
1989-11-01,4.917576566526,16.143828583352935,22.87228481071878,11.541717066566628,2.6209643994902354,0.69,-0.16,-0.338,0.42049797118878507,-1.3451714682786087,-0.6021385437118831,-1.2524108379991052,-1.3041968255224718
1989-12-01,6.381423364362803,17.91241936992047,49.06875423189974,15.18447719051352,5.125340592327152,-0.05,-0.05,-0.167,1.5573999809451737,0.9131547224807932,1.6088016104747802,0.12252262843663617,-0.7120987842605936
1990-01-01,4.44654395572695,18.559350789015035,22.67600703146774,5.936405122638366,0.1984745859166531,-0.23,0.14,-0.099,0.14925543882560116,0.1784737050459288,0.21341408620861085,0.5811174286800458,-0.36213525039247685
1990-02-01,2.093483519545796,18.964511755733188,41.93234746404311,3.728115824962211,0.0134061060011157,1.95,0.21,-0.289,-1.4274130857850909,-0.03300935565508818,-0.951013135837199,0.41414787973916595,-0.5359661116252857
1990-03-01,3.3922605524826674,14.573447361119069,45.1911990319192,5.3134635014423495,2.852857564541696,0.8,0.28,-0.143,-0.07945605096613591,0.6661074283579503,0.38202177002047555,-0.1729825139148462,-0.038625715968284575
1990-04-01,4.750879807439016,9.006528427956784,50.06734385061001,12.078830990838396,9.673989431211629,-3.34,0.29,-0.385,0.8588622371745529,1.4144513550451234,1.480360083994723,0.43337119185119094,0.6336767027858177
1990-05-01,4.919074748975756,6.951747488894573,55.29840681484029,16.948540412857117,10.110277837544349,-3.35,0.29,-0.348,0.8640993795864803,0.47311341495085046,0.8707801913537371,1.305271917700874,1.0787000373570395
1990-06-01,6.487196600490557,5.3236138771300805,45.80477663010422,22.16310371490383,18.259361018599567,-0.28,0.31,-0.568,1.926448227668449,0.5965987955973338,1.6429841074576417,1.9087618750254078,1.089027836460366
1990-07-01,4.660365701535117,4.866355489754425,28.096408519451785,14.410231430673916,8.574758996064867,-1.82,0.33,-0.246,0.49512125268745216,-0.3761756685569748,0.0774562275599941,1.2373394516000087,1.0479499289176428
1990-08-01,4.679120829576301,6.984050519865106,43.751916571626616,21.508472631873385,19.473864712107968,0.12,0.38,-0.392,0.6732740836245964,0.7596957409329619,0.933136254102396,1.2671827359946854,1.6172212840707811
1990-09-01,3.184770497134655,7.578885982203253,63.93127219310886,23.19669680201357,21.57336400597164,2.08,0.39,-0.183,-0.5045801892085173,1.165486617452517,0.4303759494406772,0.6868348351839645,1.6318308736250033
1990-10-01,5.209094541800424,12.56608230031089,34.02368031411121,19.973270967377555,14.507245387368428,-0.06,0.35,-0.345,0.9148364604387877,-0.8300621009220313,0.05520425268398143,0.6761851567838904,1.2012384823175004
1990-11-01,6.030234796774628,14.88297740296047,21.069838934744567,13.751872909887108,10.531708033760069,0.29,0.4,-0.094,1.5448918975063757,-1.0162656546039266,0.34423635701785915,0.39434075651235667,1.042150076843705
1990-12-01,4.687340802685341,17.699199738903285,21.13667284034435,10.076855508566869,3.891368123320327,-0.2,0.41,0.003,0.039191925560635374,-0.19003201988218185,-0.09822562776373821,0.14135481569739558,0.5160660885634075
1991-01-01,4.180608913155614,18.98281902382796,33.66265848362718,4.902858196746218,0.105910041058649,1.5,0.41,0.065,-0.14712705652429794,-0.42881814912566274,-0.37505001330671855,-0.06456261808509023,0.37934718382639815
1991-02-01,3.521055094545717,18.331917210560643,14.783639366935144,2.9313334083473754,0.3064496345348296,-1.69,0.26,-0.097,-0.009836466825225947,-0.6283204484768634,-0.4155616840420164,-0.42819797321110115,-0.028144444512226956
1991-03-01,4.106062295248462,15.653163311090696,23.640643693589272,3.5674552354967224,2.047649268695592,1.07,0.22,-0.037,0.7136216566510576,-0.42703238171841534,0.1866241967510641,-0.2918703420546274,-0.101790882164932
1991-04-01,4.269037893085546,11.28829642918438,43.654773241459495,6.423449652721723,4.867983309084742,-1.36,0.26,0.289,0.3558010424809814,-0.08313040948548983,0.17756051014940416,-0.02739384555955117,-0.06482252239965855
1991-05-01,4.474262086517873,7.502111771814568,75.37160683201579,24.872230454065317,16.095830083154226,1.02,0.45,0.379,0.4203793449431389,1.508137048225558,1.255831443381673,0.7725261339629963,0.2106041358771076
1991-06-01,3.1430418894178804,3.2150937759748888,45.34115421848092,14.332532390613432,22.988430806579924,1.04,0.64,0.263,-1.32360816629115,-0.6230530331501763,-1.2676471678069121,0.07651949072007914,-0.14272144881391835
1991-07-01,4.169347193200951,2.8188238873702014,61.87357283340857,16.661973568774307,14.17441438132648,-1.56,0.73,0.27,0.02743048695867488,-0.0014478158463067158,0.0169196670982627,-0.0003623737411116207,-0.024292882409085774
1991-08-01,3.06323351575926,4.097465855777584,40.18130188196485,12.366039669153553,20.709622685597225,-0.57,0.64,0.058,-1.2420566010435465,-0.6592815685664981,-1.2381332439569164,-1.193960785086096,-0.27282223423410124
1991-09-01,3.957502675858877,7.821268946251256,56.16296839415651,21.47724018685065,26.669373225949865,-2.52,0.62,0.099,0.277966824514257,0.7895446778091955,0.6951532875417614,-0.2545747876879211,-0.11917675039139258
1991-10-01,2.7317441580724577,10.108176644907376,39.27188797495344,19.64684263996078,23.70841450433844,1.3,0.79,-0.03,-1.1560727562290365,-0.8891646212278164,-1.331839032786023,-0.9000836233352992,-0.5752222889576977
1991-11-01,4.0013397347147714,14.980532763138488,33.56651762630998,21.404769947649537,11.994096575091149,-0.84,1.21,0.04,-0.5054028137510903,0.12260531450937169,-0.24927407290831913,-0.42682081348089396,-1.02997044294263
1991-12-01,5.890312837780203,14.56030690882504,71.42923609335038,16.879078620364655,7.206269357023757,-1.23,1.53,0.084,1.117275057633554,1.2791688768980818,1.560541386086554,-0.012650610966038641,-0.1754698713318284
1992-01-01,2.8941591041032426,20.049746408639507,33.72926278419298,6.612750220673733,0.0144274293920238,0.17,1.71,-0.321,-1.580865163630153,0.5758807877395558,-0.6544362204134592,0.3115508201100966,-0.3783113646414902
1992-02-01,4.476916890424978,16.975081057600192,41.83708040819026,4.695365432802492,1.2597077854781351,-1.89,1.63,-0.389,0.9393329874597565,0.689665252955383,1.0607880849617433,0.938539693824088,0.3162779642577088
1992-03-01,3.007404578023552,16.25333464051938,43.118893002886935,4.356170575657871,0.0198318827440528,-1.1,1.48,-0.671,-0.5070547463744246,0.06676604636698964,-0.2867117933731819,0.054454016288682607,0.019620136500263872
