lead,target,fold,feature_group,model,rmse,mae,r2,best_params
1,whdi_6,2,local_only,elasticnet,0.3799322355168915,0.3106272346935275,0.3955100637999013,"{'alpha': 0.01, 'l1_ratio': 0.9}"
1,whdi_6,2,local_only,random_forest,0.3632912425062811,0.2766780808987771,0.44730358616079646,"{'max_depth': 10, 'min_samples_leaf': 5, 'n_estimators': 300}"
1,whdi_6,2,local_only,xgboost,0.36169141602081223,0.2719434123900667,0.45216068889729466,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'reg_alpha': 0, 'subsample': 0.7}"
1,whdi_6,2,local_only,lstm,0.39303747971194336,0.314498564384415,0.3530887235568849,"{'hidden_size': 64, 'dropout': 0.3, 'lr': 0.001, 'seq_length': 6}"
1,whdi_6,2,combined,climatology,0.5511298359876032,0.4630752128767137,-0.27199274479631175,
1,whdi_6,2,combined,persistence,0.5452757641789449,0.43818280565149753,-0.24511417975637118,
1,whdi_6,2,combined,elasticnet,0.3860789620017271,0.30635510082131473,0.37579238464491926,"{'alpha': 0.01, 'l1_ratio': 0.9}"
1,whdi_6,2,combined,random_forest,0.3743564630777242,0.28128974236666104,0.41312249990287186,"{'max_depth': 10, 'min_samples_leaf': 5, 'n_estimators': 300}"
1,whdi_6,2,combined,xgboost,0.35322947154441314,0.2767285431667697,0.4774947577252644,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'reg_alpha': 0, 'subsample': 0.7}"
1,whdi_6,2,combined,lstm,0.4237914466712564,0.349303172595909,0.24789034612254812,"{'hidden_size': 64, 'dropout': 0.2, 'lr': 0.001, 'seq_length': 12}"
1,whdi_6,3,climate_only,climatology,0.9582707237782976,0.792332794046988,-0.08833513639790924,
1,whdi_6,3,climate_only,persistence,0.41771676775358996,0.33334071051944897,0.7932002412959325,
1,whdi_6,3,climate_only,elasticnet,0.7135768993275123,0.5794388426746524,0.3965132012782878,"{'alpha': 0.1, 'l1_ratio': 0.5}"
1,whdi_6,3,climate_only,random_forest,0.6493298785338727,0.4764542870828148,0.5002912152232362,"{'max_depth': 10, 'min_samples_leaf': 10, 'n_estimators': 300}"
1,whdi_6,3,climate_only,xgboost,0.7428344647853815,0.5877081991270239,0.34601121560157955,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'reg_alpha': 0.1, 'subsample': 0.7}"
