lead,target,fold,feature_group,model,rmse,skill_vs_clim,skill_vs_persist
2,whdi_3,1,local_only,xgboost,1.1218998751894331,0.3000545784727384,0.41263482220495207
2,whdi_3,1,local_only,lstm,1.5039041069892014,-0.2577556252174735,-0.05545637375072077
2,whdi_3,2,local_only,elasticnet,0.6296082230994966,0.05655540289395555,0.29932865819527676
2,whdi_3,2,local_only,random_forest,0.688540454727056,-0.12832586213412878,0.16202223401399363
2,whdi_3,2,local_only,xgboost,0.6518056911122098,-0.011141452073960112,0.24905199504851883
2,whdi_3,2,local_only,lstm,1.0444356195520044,-1.5962049155476112,-0.928132703665582
2,whdi_3,3,local_only,elasticnet,0.8034573430378169,0.5009602445431607,0.1036324733524907
2,whdi_3,3,local_only,random_forest,0.8418448844838882,0.45213488162002036,0.01593310807643622
2,whdi_3,3,local_only,xgboost,0.8275514246580022,0.470581056022215,0.04906584258146063
2,whdi_3,3,local_only,lstm,1.2244514941283542,-0.15902463533012234,-1.0818222082193323
2,whdi_3,4,local_only,elasticnet,0.5190584189582232,0.4584880808751979,0.6863222732808323
2,whdi_3,4,local_only,random_forest,0.5755538904506221,0.334194269283679,0.6143234882341404
2,whdi_3,4,local_only,xgboost,0.5574369140951736,0.37545031919248517,0.6382215844565143
2,whdi_3,4,local_only,lstm,0.7337796532315585,-0.08219836002325231,0.3731227154151161
2,whdi_3,5,local_only,elasticnet,0.796916934362914,0.23085895420097047,0.49983235374258184
2,whdi_3,5,local_only,random_forest,0.8639063774210716,0.096114879494412,0.41220911862697385
2,whdi_3,5,local_only,xgboost,0.8141269625006097,0.19727987122983537,0.4779960845889739
2,whdi_3,5,local_only,lstm,1.0538091612031013,-0.3449428074079335,0.12539204349283872
2,whdi_3,6,local_only,elasticnet,0.8210546711968915,0.5579875744980368,0.18737710967377041
2,whdi_3,6,local_only,random_forest,0.852833726280758,0.5231090740798794,0.12325432446505069
2,whdi_3,6,local_only,xgboost,0.864186245004337,0.5103282781946346,0.09975732145400928
2,whdi_3,6,local_only,lstm,1.2137349451522297,0.034086940992591463,-0.7757941101385717
2,whdi_3,7,local_only,elasticnet,0.6401873592657339,0.6046458893694782,0.1422164369806035
2,whdi_3,7,local_only,random_forest,0.6196760694119955,0.6295739510601206,0.19630182777637528
2,whdi_3,7,local_only,xgboost,0.6412420620892076,0.6033421317210749,0.1393877276011113
2,whdi_3,7,local_only,lstm,0.9637963818890016,0.10392852448975465,-0.9441694478840379
2,whdi_3,8,local_only,elasticnet,0.6509014095421701,0.2772825394599441,0.5112551091024137
2,whdi_3,8,local_only,random_forest,0.6703328410118535,0.23348771984366212,0.48163842553807246
2,whdi_3,8,local_only,xgboost,0.6620372363114766,0.2523420471834651,0.49438885245006836
2,whdi_3,8,local_only,lstm,0.9871815961688034,-0.6623873435970675,-0.12420602135271919
2,whdi_3,1,combined,elasticnet,1.0190270568745916,0.4225326842717261,0.5154133706118453
2,whdi_3,1,combined,random_forest,1.1279348566978362,0.29250395978993804,0.406298656057299
2,whdi_3,1,combined,xgboost,1.1481834655300285,0.26687411341212297,0.3847911515982835
2,whdi_3,1,combined,lstm,1.436322199929687,-0.14725437812014097,0.03727169139795805
2,whdi_3,2,combined,elasticnet,0.5914613305919831,0.16741548267220774,0.3816615064505684
2,whdi_3,2,combined,random_forest,0.6375223708023932,0.032688220794889755,0.2816031334980694
2,whdi_3,2,combined,xgboost,0.5920963727534163,0.1656266586650058,0.3803329941868664
2,whdi_3,2,combined,lstm,0.6049721463298363,0.12894339568712299,0.3530893052926477
2,whdi_3,3,combined,elasticnet,0.8124601336119098,0.4897140440508929,0.08343222114972226
2,whdi_3,3,combined,random_forest,0.8703999342330513,0.4143377991779088,-0.05195742956642646
2,whdi_3,3,combined,xgboost,0.8245225036437674,0.47444941636114246,0.05601413187358628
2,whdi_3,3,combined,lstm,1.1185418757979937,0.032805113741784186,-0.7372605659197369
2,whdi_3,4,combined,elasticnet,0.530973002648035,0.4333427874068807,0.6717565394266709
2,whdi_3,4,combined,random_forest,0.6395306353785156,0.17794997343438956,0.5238169752582982
2,whdi_3,4,combined,xgboost,0.6796872906419287,0.0714744907651107,0.46213968584792764
2,whdi_3,4,combined,lstm,0.8730202780533385,-0.5318780874958973,0.1126399639120872
2,whdi_3,5,combined,elasticnet,0.7840021944222032,0.25558616874224094,0.5159123078201346
2,whdi_3,5,combined,random_forest,0.8614862272094287,0.10117207952206164,0.415497784403294
2,whdi_3,5,combined,xgboost,0.7871011943070771,0.24968950717432348,0.5120777454166449
2,whdi_3,5,combined,lstm,1.0403423757563002,-0.31078799352781794,0.1476027068816721
2,whdi_3,6,combined,elasticnet,0.8459811314016513,0.5307420067862983,0.13728717847478067
2,whdi_3,6,combined,random_forest,0.8138601645054777,0.5656999200723789,0.2015559611951938
2,whdi_3,6,combined,xgboost,0.8474873002057485,0.5290696032429492,0.13421252870753742
2,whdi_3,6,combined,lstm,1.0878878669356742,0.22400559159459954,-0.42663595558263023
2,whdi_3,7,combined,elasticnet,0.6060774256413618,0.6456533868925917,0.23118871876562497
2,whdi_3,7,combined,random_forest,0.6401611274157615,0.6046782881886406,0.14228673136680403
2,whdi_3,7,combined,xgboost,0.6546580042408258,0.5865709077583885,0.10299989234130835
2,whdi_3,7,combined,lstm,0.792988896127022,0.3933945865093018,-0.316126831465237
2,whdi_3,8,combined,elasticnet,0.6502605134607037,0.27870505521493605,0.5122170995695516
2,whdi_3,8,combined,random_forest,0.6565752134832789,0.26462799894882894,0.5026973498684767
2,whdi_3,8,combined,xgboost,0.6382190761614359,0.3051714017870585,0.5301152304078237
2,whdi_3,8,combined,lstm,0.8398784732438573,-0.20329198342195576,0.18626179487065397
2,whdi_6,1,climate_only,elasticnet,1.286421251523887,0.05574969621530679,-1.9038159454445718
2,whdi_6,1,climate_only,random_forest,1.4322229297443974,-0.17042062488403098,-2.5993486682429636
2,whdi_6,1,climate_only,xgboost,1.34866155899876,-0.03783109628206094,-2.1916012883266616
2,whdi_6,1,climate_only,lstm,1.4531058147991796,-0.20480067628563559,-2.7050762926504293
2,whdi_6,2,climate_only,elasticnet,0.5781958003477694,-0.07026458697933924,-0.2152253132929245
2,whdi_6,2,climate_only,random_forest,0.4640033479234525,0.3107392978149045,0.21738319389095762
2,whdi_6,2,climate_only,xgboost,0.4815870177743445,0.2575096185369986,0.15694388340275245
2,whdi_6,2,climate_only,lstm,0.591682191125381,-0.12077461392558075,-0.27257661134289446
