season,climate_mode,target,lag_months,correlation,p_adjusted,n_effective,significant
MAM,iod,whdi_3,0,-0.11236476694141657,0.3508428630265508,71,False
MAM,iod,whdi_3,1,-0.19865770963744678,0.09435022628796672,72,False
MAM,iod,whdi_3,2,-0.18621169762327172,0.11731642558116905,72,False
MAM,iod,whdi_3,3,-0.11501236337814394,0.35033646303488725,68,False
MAM,iod,whdi_3,4,-0.019785987647908915,0.8718036148415834,69,False
MAM,iod,whdi_3,5,-0.04977153872942342,0.6801972093264472,71,False
MAM,iod,whdi_3,6,-0.08612549547044027,0.4719269981000643,72,False
MAM,iod,whdi_3,7,0.006887154374198113,0.9542127582458559,72,False
MAM,iod,whdi_3,8,0.06521475104885088,0.5835806191706199,73,False
MAM,iod,whdi_3,9,0.10666292612209373,0.37597644358960536,71,False
MAM,iod,whdi_3,10,-0.056305774347384985,0.6409364714950363,71,False
MAM,iod,whdi_3,11,-0.14835526615817485,0.22032068230612206,70,False
MAM,iod,whdi_3,12,-0.13413898567905727,0.2682541730070232,70,False
MAM,iod,wind_std,0,-0.1220267602835052,0.18241696287957976,121,False
MAM,iod,wind_std,1,-0.07821564265649844,0.39181015190167406,122,False
MAM,iod,wind_std,2,0.0396023810999075,0.6662694111126934,121,False
MAM,iod,wind_std,3,0.02865507841197086,0.7550419648371011,121,False
MAM,iod,wind_std,4,-0.06362584866625047,0.4918011674842587,119,False
MAM,iod,wind_std,5,-0.05442222584387658,0.5600426049337461,117,False
MAM,iod,wind_std,6,-0.04500077289442905,0.6314638933778591,116,False
MAM,iod,wind_std,7,-0.0636243654973209,0.4955521950187296,117,False
MAM,iod,wind_std,8,0.017229789609414195,0.8556220336739491,114,False
MAM,iod,wind_std,9,0.005645258355553753,0.9526787873196143,113,False
MAM,iod,wind_std,10,-0.03693445785894934,0.699034224874152,112,False
MAM,iod,wind_std,11,-0.044465414498441116,0.6430788247327529,111,False
MAM,iod,wind_std,12,-0.0020249591360840813,0.9832493584274291,110,False
MAM,iod,runoff_std,0,-0.07121632513165962,0.45762650172156616,111,False
MAM,iod,runoff_std,1,-0.13942582121836883,0.14260404947304153,112,False
MAM,iod,runoff_std,2,-0.21023162015404767,0.02678292971588752,111,True
MAM,iod,runoff_std,3,-0.14267986512696842,0.13702448149371926,110,False
MAM,iod,runoff_std,4,-0.09214343487977808,0.3361249057574928,111,False
MAM,iod,runoff_std,5,-0.11826070323301213,0.20811237003202374,115,False
MAM,iod,runoff_std,6,-0.16770150933226888,0.07450782721082556,114,False
MAM,iod,runoff_std,7,-0.09343823803606258,0.3227522003272504,114,False
MAM,iod,runoff_std,8,0.017244181775079713,0.8574387608924046,111,False
MAM,iod,runoff_std,9,0.01579670095790815,0.8710979613934611,108,False
MAM,iod,runoff_std,10,-0.01572993430013734,0.8722426475550965,107,False
MAM,iod,runoff_std,11,-0.15656177842676372,0.10900311571114234,106,False
MAM,iod,runoff_std,12,-0.09089360908797425,0.354118090678684,106,False
JJA,sam,whdi_3,0,0.023598813334152,0.792279054270713,127,False
JJA,sam,whdi_3,1,0.015566756545800284,0.8620977570790428,127,False
JJA,sam,whdi_3,2,0.09743857013842527,0.2777312869122749,126,False
JJA,sam,whdi_3,3,0.04889581592519322,0.5881603313128135,125,False
JJA,sam,whdi_3,4,-0.0059010003248839635,0.9481375176110872,124,False
JJA,sam,whdi_3,5,-0.09266283656469726,0.3080213370426604,123,False
JJA,sam,whdi_3,6,-0.01810653584591431,0.8424370971248262,123,False
JJA,sam,whdi_3,7,0.1501246879845491,0.100267382764271,121,False
JJA,sam,whdi_3,8,0.12403002344015826,0.17528748785505097,121,False
JJA,sam,whdi_3,9,0.12472951166683251,0.17467036194566496,120,False
JJA,sam,whdi_3,10,-0.01465665443210382,0.8742944177194272,119,False
JJA,sam,whdi_3,11,-0.06861370080010938,0.46229739449435153,117,False
JJA,sam,whdi_3,12,-0.03546066012730795,0.7055005768318142,116,False
JJA,sam,wind_std,0,0.020451622083472218,0.8124926682385492,137,False
JJA,sam,wind_std,1,0.09896437164305516,0.25168072536307967,136,False
JJA,sam,wind_std,2,0.17053149377716983,0.047987211126337664,135,True
JJA,sam,wind_std,3,0.0057590673162978626,0.9473443887746288,134,False
JJA,sam,wind_std,4,-0.01813035014809255,0.8359061907253054,133,False
JJA,sam,wind_std,5,0.08485079276462604,0.33337652766411746,132,False
JJA,sam,wind_std,6,-0.06511673099228471,0.4599453861933853,131,False
JJA,sam,wind_std,7,0.04390796455796503,0.6198718357795785,130,False
JJA,sam,wind_std,8,0.09729353647515274,0.27268905018933615,129,False
