season,climate_mode,target,lag_months,correlation,p_adjusted,n_effective,significant
SON,sam,wind_std,6,0.03366228582892652,0.6994019264789633,134,False
SON,sam,wind_std,7,0.03068115323411348,0.7259072776999655,133,False
SON,sam,wind_std,8,0.05424925239423997,0.5367048530683811,132,False
SON,sam,wind_std,9,0.09600152439514062,0.2753704366495805,131,False
SON,sam,wind_std,10,0.1130868923760672,0.20194986852708782,129,False
SON,sam,wind_std,11,-0.02139744693852216,0.8105340505539159,128,False
SON,sam,wind_std,12,-0.1717514985286178,0.05351071005767572,127,False
SON,sam,runoff_std,0,-0.09879986037853306,0.25787377956129093,133,False
SON,sam,runoff_std,1,0.0514649488445644,0.5563240175419638,133,False
SON,sam,runoff_std,2,0.0746167447494274,0.3933320656246351,133,False
SON,sam,runoff_std,3,0.029872893070417843,0.7348285227456851,131,False
SON,sam,runoff_std,4,-0.051937734827226634,0.5572989529897963,130,False
SON,sam,runoff_std,5,-0.0718483257287563,0.4184324832646089,129,False
SON,sam,runoff_std,6,-0.03738249178841758,0.6752656793082004,128,False
SON,sam,runoff_std,7,0.017556821548722665,0.8446773578771504,127,False
SON,sam,runoff_std,8,0.09250338772874202,0.30291127452170347,126,False
SON,sam,runoff_std,9,-0.10117308880291678,0.263533924576586,124,False
SON,sam,runoff_std,10,-0.08041221249594079,0.37464693414453154,124,False
SON,sam,runoff_std,11,-0.022655353715337605,0.8027757496950758,124,False
SON,sam,runoff_std,12,0.02538191305478793,0.7804983128792794,123,False
SON,oni,whdi_3,0,0.4042106638477945,0.000472404794079047,71,True
SON,oni,whdi_3,1,0.18216309263243088,0.1256463245205388,72,False
SON,oni,whdi_3,2,0.01590058134988085,0.8945350881058627,72,False
SON,oni,whdi_3,3,-0.1329290753846866,0.26564464800004317,72,False
SON,oni,whdi_3,4,-0.11868772563504701,0.3172590785936339,73,False
SON,oni,whdi_3,5,-0.05778711936515415,0.6272381992272895,73,False
SON,oni,whdi_3,6,-0.046165190516727156,0.7001823703114345,72,False
SON,oni,whdi_3,7,-0.02418423213063016,0.8401919178377977,72,False
SON,oni,whdi_3,8,-0.051646946578461195,0.6665724962766469,72,False
SON,oni,whdi_3,9,-0.03195892709167117,0.7928279534126829,70,False
SON,oni,whdi_3,10,0.006824938548572752,0.9552828445333273,70,False
SON,oni,whdi_3,11,-0.054407596767429275,0.6498860867808354,72,False
SON,oni,whdi_3,12,-0.13964056537056926,0.2489351115927675,70,False
SON,oni,wind_std,0,0.048978389979246806,0.5683556713871032,138,False
SON,oni,wind_std,1,0.08386326185819427,0.32989867873638307,137,False
SON,oni,wind_std,2,0.12993475956119735,0.13163150155775577,136,False
SON,oni,wind_std,3,0.03928829555516415,0.6521998866180693,134,False
SON,oni,wind_std,4,0.084184989909969,0.3371974075440352,132,False
SON,oni,wind_std,5,0.07917614906632289,0.3686849100771872,131,False
SON,oni,wind_std,6,-0.03341125109767814,0.7047992610396624,131,False
SON,oni,wind_std,7,-0.0755376344063764,0.39487582623273015,129,False
SON,oni,wind_std,8,-0.12463129050575372,0.16101042304823018,128,False
SON,oni,wind_std,9,-0.031277224321408226,0.72808648132048,126,False
SON,oni,wind_std,10,-0.15356916606523088,0.08859213952954902,124,False
SON,oni,wind_std,11,-0.19467506323574646,0.03165639243036365,122,True
SON,oni,wind_std,12,-0.10105742798784151,0.27209281565136517,120,False
SON,oni,runoff_std,0,0.3443319150949464,0.0003687457988416761,103,True
SON,oni,runoff_std,1,0.049920238137354946,0.6182959592652254,102,False
SON,oni,runoff_std,2,-0.051114303828490595,0.6117126020577,101,False
SON,oni,runoff_std,3,-0.12095200964946445,0.2282606710984921,101,False
SON,oni,runoff_std,4,-0.05404195485171212,0.5914423131107972,101,False
SON,oni,runoff_std,5,-0.04154089958606585,0.6815393243299163,100,False
SON,oni,runoff_std,6,-0.057047504681687386,0.5748904393427893,99,False
SON,oni,runoff_std,7,-0.0560525982690767,0.5835517641434924,98,False
SON,oni,runoff_std,8,-0.0501922235630026,0.6235594404729206,98,False
SON,oni,runoff_std,9,0.0226939028626076,0.8281229587644952,94,False
SON,oni,runoff_std,10,0.035163965401106785,0.7323952644142805,97,False
SON,oni,runoff_std,11,-0.009853845297479139,0.9228838953784502,99,False
SON,oni,runoff_std,12,-0.09137314402811614,0.37594265983634717,96,False
SON,iod,whdi_3,0,0.23497416236410104,0.051957087029543984,69,False
SON,iod,whdi_3,1,0.06620439781961669,0.5833151549567485,71,False
SON,iod,whdi_3,2,-0.11410126939414925,0.33990229875965394,72,False
SON,iod,whdi_3,3,-0.27285696560972605,0.02039840424116293,72,True
SON,iod,whdi_3,4,-0.13409399300517255,0.2580374045962888,73,False
SON,iod,whdi_3,5,-0.03467251924812593,0.7708856495908212,73,False
SON,iod,whdi_3,6,-0.0381272989476041,0.7505043436874301,72,False
SON,iod,whdi_3,7,-0.044860901271683726,0.7062731885698172,73,False
SON,iod,whdi_3,8,-0.020896657024521172,0.8607035374929618,73,False
SON,iod,whdi_3,9,0.08372167869583268,0.4875882877494741,71,False
SON,iod,whdi_3,10,0.10426475026212914,0.38686429230400465,71,False
SON,iod,whdi_3,11,0.0675507726646586,0.5728900367583175,72,False
SON,iod,whdi_3,12,-0.035077991403521525,0.7747673959998566,69,False
SON,iod,wind_std,0,0.024989715189526675,0.7744098060756522,134,False
SON,iod,wind_std,1,0.05060642648238882,0.5614455252945886,134,False
SON,iod,wind_std,2,0.12339176617976949,0.1570672267333771,133,False
SON,iod,wind_std,3,0.0917662503748348,0.2916329969951854,134,False
SON,iod,wind_std,4,0.08009262888900637,0.3612900029277299,132,False
SON,iod,wind_std,5,0.014340803413162871,0.8708544655610408,131,False
SON,iod,wind_std,6,-0.032577602200194636,0.711835437836172,131,False
SON,iod,wind_std,7,-0.04230229749639582,0.6340755294342149,129,False
SON,iod,wind_std,8,-0.054653902665280404,0.5400543642663853,128,False
SON,iod,wind_std,9,0.03663650666133379,0.6825928144576203,127,False
SON,iod,wind_std,10,0.011967089213771848,0.8950515516542705,124,False
SON,iod,wind_std,11,-0.037148689786927244,0.6845685368863643,122,False
SON,iod,wind_std,12,-0.12785550208385846,0.16402973860287953,120,False
SON,iod,runoff_std,0,0.23319296240468765,0.01893326281685082,101,True
SON,iod,runoff_std,1,0.01767636733019582,0.8607277963403358,101,False
SON,iod,runoff_std,2,-0.15573419929035892,0.11991449910927275,101,False
SON,iod,runoff_std,3,-0.23213822120930244,0.019495045618674992,101,True
SON,iod,runoff_std,4,-0.04584275322324198,0.6489518496299965,101,False
SON,iod,runoff_std,5,-0.061750132605903174,0.5416494141566761,100,False
SON,iod,runoff_std,6,-0.11667270710714693,0.25011583890013817,99,False
SON,iod,runoff_std,7,-0.18168639775920756,0.07189079108529775,99,False
SON,iod,runoff_std,8,-0.1098901391764634,0.27890168870021437,99,False
SON,iod,runoff_std,9,0.014426672298610943,0.8896401736802062,95,False
SON,iod,runoff_std,10,0.01992213123289245,0.8456216191664441,98,False
SON,iod,runoff_std,11,-0.03759735296340461,0.7117784708612155,99,False
SON,iod,runoff_std,12,-0.12470958271357113,0.22603889177236758,96,False
